paper_id,doi,paper_openalex_id,author_id,display_name,canonical_name,openalex_author_id,orcid,author_position,author_position_label,is_first_author,is_last_author,source,identity_confidence
paper:10.1007/978-981-97-4402-2_3,10.1007/978-981-97-4402-2_3,https://openalex.org/W4402500467,orcid:0000-0003-4654-9763,Berend Olivier,berend olivier,https://openalex.org/A5101579664,0000-0003-4654-9763,1,first,True,False,openalex,orcid
paper:10.1007/978-981-97-4402-2_3,10.1007/978-981-97-4402-2_3,https://openalex.org/W4402500467,orcid:0000-0003-4654-9763,Berend Olivier,berend olivier,https://openalex.org/A5101579664,0000-0003-4654-9763,2,last,False,True,openalex,orcid
paper:10.1007/bf02246437,10.1007/bf02246437,https://openalex.org/W2329891286,orcid:0000-0002-0187-8697,Guy A. Higgins,guy a. higgins,https://openalex.org/A5027303286,0000-0002-0187-8697,2,middle,False,False,openalex,orcid
paper:10.1007/bf02246437,10.1007/bf02246437,https://openalex.org/W2329891286,orcid:0000-0002-0187-8697,Guy A. Higgins,guy a. higgins,https://openalex.org/A5027303286,0000-0002-0187-8697,3,last,False,True,openalex,orcid
paper:10.1007/s11306-023-02034-6,10.1007/s11306-023-02034-6,https://openalex.org/W4385476011,orcid:0000-0001-5687-2586,Sophie Geyrhofer,sophie geyrhofer,,0000-0001-5687-2586,3,middle,False,False,openalex,orcid
paper:10.1007/s11306-023-02034-6,10.1007/s11306-023-02034-6,https://openalex.org/W4385476011,orcid:0000-0001-5687-2586,Joanne E. Harvey,joanne e. harvey,https://openalex.org/A5073540124,0000-0001-5687-2586,4,middle,False,False,openalex,orcid
paper:10.1007/s11306-023-02034-6,10.1007/s11306-023-02034-6,https://openalex.org/W4385476011,orcid:0000-0002-7786-8313,Robert A. Keyzers,robert a. keyzers,,0000-0002-7786-8313,5,middle,False,False,openalex,orcid
paper:10.1007/s11306-023-02034-6,10.1007/s11306-023-02034-6,https://openalex.org/W4385476011,orcid:0000-0002-7786-8313,Susan Schenk,susan schenk,https://openalex.org/A5006357330,0000-0002-7786-8313,6,last,False,True,openalex,orcid
paper:10.1016/j.ajp.2024.104167,10.1016/j.ajp.2024.104167,https://openalex.org/W4401052773,orcid:0000-0002-3787-6706,Francesco Bavato,francesco bavato,https://openalex.org/A5054788136,0000-0002-3787-6706,7,middle,False,False,openalex,orcid
paper:10.1016/j.ajp.2024.104167,10.1016/j.ajp.2024.104167,https://openalex.org/W4401052773,orcid:0000-0002-3787-6706,Francesco Bavato,francesco bavato,https://openalex.org/A5054788136,0000-0002-3787-6706,8,last,False,True,openalex,orcid
paper:10.1016/j.bbi.2023.09.026,10.1016/j.bbi.2023.09.026,https://openalex.org/W4387267542,orcid:0000-0003-1540-4385,Chun Yang,chun yang,https://openalex.org/A5084593654,0000-0003-1540-4385,16,middle,False,False,openalex,orcid
paper:10.1016/j.bbi.2023.09.026,10.1016/j.bbi.2023.09.026,https://openalex.org/W4387267542,orcid:0000-0003-1540-4385,Chun Yang,chun yang,https://openalex.org/A5084593654,0000-0003-1540-4385,17,last,False,True,openalex,orcid
paper:10.1016/j.bbrc.2024.150607,10.1016/j.bbrc.2024.150607,https://openalex.org/W4401838003,orcid:0000-0002-7492-1043,Yeongmok Lee,yeongmok lee,https://openalex.org/A5008550329,0000-0002-7492-1043,4,middle,False,False,openalex,orcid
paper:10.1016/j.bbrc.2024.150607,10.1016/j.bbrc.2024.150607,https://openalex.org/W4401838003,orcid:0000-0002-7492-1043,Yeongmok Lee,yeongmok lee,,0000-0002-7492-1043,5,middle,False,False,openalex,orcid
paper:10.1016/j.bbrc.2024.150607,10.1016/j.bbrc.2024.150607,https://openalex.org/W4401838003,openalex:A5113346809,Sora An,sora an,https://openalex.org/A5113346809,,6,middle,False,False,openalex,openalex_author_id
paper:10.1016/j.bbrc.2024.150607,10.1016/j.bbrc.2024.150607,https://openalex.org/W4401838003,openalex:A5113346809,Sora An,sora an,https://openalex.org/A5113346809,,7,middle,False,False,openalex,openalex_author_id
paper:10.1016/j.biopha.2024.116739,10.1016/j.biopha.2024.116739,https://openalex.org/W4396950544,orcid:0000-0002-0427-782X,Xue Wu,xue wu,https://openalex.org/A5011911845,0000-0002-0427-782X,1,first,True,False,openalex,orcid
paper:10.1016/j.biopha.2024.116739,10.1016/j.biopha.2024.116739,https://openalex.org/W4396950544,orcid:0000-0002-0427-782X,Xue Wu,xue wu,https://openalex.org/A5011911845,0000-0002-0427-782X,2,middle,False,False,openalex,orcid
paper:10.1016/j.biopha.2024.116739,10.1016/j.biopha.2024.116739,https://openalex.org/W4396950544,orcid:0000-0003-3757-5767,Xu Wu,xu wu,https://openalex.org/A5103232413,0000-0003-3757-5767,15,middle,False,False,openalex,orcid
paper:10.1016/j.biopha.2024.116739,10.1016/j.biopha.2024.116739,https://openalex.org/W4396950544,orcid:0000-0003-3757-5767,Xu Wu,xu wu,https://openalex.org/A5103232413,0000-0003-3757-5767,16,last,False,True,openalex,orcid
paper:10.1016/j.biopsych.2015.02.028,10.1016/j.biopsych.2015.02.028,https://openalex.org/W1988975078,orcid:0000-0002-5863-9785,Zhiwei Wang,zhiwei wang,https://openalex.org/A5100449961,0000-0002-5863-9785,4,middle,False,False,openalex,orcid
paper:10.1016/j.biopsych.2015.02.028,10.1016/j.biopsych.2015.02.028,https://openalex.org/W1988975078,orcid:0000-0002-5863-9785,Zhiwei Wang,zhiwei wang,https://openalex.org/A5100449961,0000-0002-5863-9785,5,middle,False,False,openalex,name_alias_to_orcid
paper:10.1016/j.biopsych.2015.02.028,10.1016/j.biopsych.2015.02.028,https://openalex.org/W1988975078,orcid:0000-0001-7138-8581,Zheng Wang,zheng wang,https://openalex.org/A5100401056,0000-0001-7138-8581,12,middle,False,False,openalex,orcid
paper:10.1016/j.biopsych.2015.02.028,10.1016/j.biopsych.2015.02.028,https://openalex.org/W1988975078,orcid:0000-0001-7138-8581,Zheng Wang,zheng wang,https://openalex.org/A5100401056,0000-0001-7138-8581,13,last,False,True,openalex,orcid
paper:10.1016/j.biopsych.2023.08.026,10.1016/j.biopsych.2023.08.026,https://openalex.org/W4386530711,orcid:0000-0003-4037-9855,Jing Zhang,jing zhang,https://openalex.org/A5076573459,0000-0003-4037-9855,12,middle,False,False,openalex,orcid
paper:10.1016/j.biopsych.2023.08.026,10.1016/j.biopsych.2023.08.026,https://openalex.org/W4386530711,orcid:0000-0003-4037-9855,Jing Zhang,jing zhang,https://openalex.org/A5076573459,0000-0003-4037-9855,13,last,False,True,openalex,orcid
paper:10.1016/j.cca.2025.120225,10.1016/j.cca.2025.120225,https://openalex.org/W4408240878,openalex:A5101965455,Meng Liu,meng liu,https://openalex.org/A5101965455,,6,middle,False,False,openalex,openalex_author_id
paper:10.1016/j.cca.2025.120225,10.1016/j.cca.2025.120225,https://openalex.org/W4408240878,openalex:A5101965455,Meng Liu,meng liu,https://openalex.org/A5101965455,,8,middle,False,False,openalex,openalex_author_id
paper:10.1016/j.cca.2025.120225,10.1016/j.cca.2025.120225,https://openalex.org/W4408240878,orcid:0000-0002-6860-5909,Xinxia Li,xinxia li,https://openalex.org/A5101955907,0000-0002-6860-5909,12,middle,False,False,openalex,orcid
paper:10.1016/j.cca.2025.120225,10.1016/j.cca.2025.120225,https://openalex.org/W4408240878,orcid:0000-0002-6860-5909,Xinxia Li,xinxia li,https://openalex.org/A5101955907,0000-0002-6860-5909,15,last,False,True,openalex,orcid
paper:10.1016/j.chroma.2024.464703,10.1016/j.chroma.2024.464703,https://openalex.org/W4391431730,orcid:0000-0003-4584-666X,Yangjiayi Xiang,yangjiayi xiang,https://openalex.org/A5008774890,0000-0003-4584-666X,2,middle,False,False,openalex,orcid
paper:10.1016/j.chroma.2024.464703,10.1016/j.chroma.2024.464703,https://openalex.org/W4391431730,orcid:0000-0003-4584-666X,Yangjiayi Xiang,yangjiayi xiang,https://openalex.org/A5008774890,0000-0003-4584-666X,3,middle,False,False,openalex,name_alias_to_orcid
paper:10.1016/j.concog.2019.01.011,10.1016/j.concog.2019.01.011,https://openalex.org/W2911924713,orcid:0000-0001-7641-6916,Vanessa Charland‐Verville,vanessa charland‐verville,https://openalex.org/A5016084069,0000-0001-7641-6916,3,middle,False,False,openalex,orcid
paper:10.1016/j.concog.2019.01.011,10.1016/j.concog.2019.01.011,https://openalex.org/W2911924713,orcid:0000-0001-7641-6916,Bruce Greyson,bruce greyson,,0000-0001-7641-6916,11,middle,False,False,openalex,orcid
paper:10.1016/j.ejmech.2024.117049,10.1016/j.ejmech.2024.117049,https://openalex.org/W4404297527,orcid:0000-0002-3415-5612,Xiaohui Wang,xiaohui wang,https://openalex.org/A5100618787,0000-0002-3415-5612,10,middle,False,False,openalex,orcid
paper:10.1016/j.ejmech.2024.117049,10.1016/j.ejmech.2024.117049,https://openalex.org/W4404297527,orcid:0000-0002-3415-5612,Xiaohui Wang,xiaohui wang,https://openalex.org/A5100618787,0000-0002-3415-5612,11,last,False,True,openalex,orcid
paper:10.1016/j.ejmech.2025.117274,10.1016/j.ejmech.2025.117274,https://openalex.org/W4406240633,orcid:0009-0006-2221-8256,Kaixuan Wang,kaixuan wang,https://openalex.org/A5104909261,0009-0006-2221-8256,1,first,True,False,openalex,orcid
paper:10.1016/j.ejmech.2025.117274,10.1016/j.ejmech.2025.117274,https://openalex.org/W4406240633,orcid:0009-0006-2221-8256,Kaixuan Wang,kaixuan wang,https://openalex.org/A5104909261,0009-0006-2221-8256,2,middle,False,False,openalex,name_alias_to_orcid
paper:10.1016/j.ejmech.2025.117274,10.1016/j.ejmech.2025.117274,https://openalex.org/W4406240633,orcid:0000-0002-3353-3140,Xiaohui Wang,xiaohui wang,https://openalex.org/A5054349248,0000-0002-3353-3140,4,middle,False,False,openalex,orcid
paper:10.1016/j.ejmech.2025.117274,10.1016/j.ejmech.2025.117274,https://openalex.org/W4406240633,orcid:0000-0002-3353-3140,Xiaohui Wang,xiaohui wang,https://openalex.org/A5054349248,0000-0002-3353-3140,5,last,False,True,openalex,orcid
paper:10.1016/j.forsciint.2020.110298,10.1016/j.forsciint.2020.110298,https://openalex.org/W3017115797,orcid:0000-0003-2594-8415,Sarah Eller,sarah eller,,0000-0003-2594-8415,1,first,True,False,openalex,orcid
paper:10.1016/j.forsciint.2020.110298,10.1016/j.forsciint.2020.110298,https://openalex.org/W3017115797,orcid:0000-0003-2594-8415,Tiago Franco de Oliveira,tiago franco de oliveira,https://openalex.org/A5050397107,0000-0003-2594-8415,9,last,False,True,openalex,orcid
paper:10.1016/j.forsciint.2020.110332,10.1016/j.forsciint.2020.110332,https://openalex.org/W3028320050,orcid:0000-0001-5337-5648,Ji Hyun Lee,ji hyun lee,https://openalex.org/A5100410623,0000-0001-5337-5648,1,first,True,False,openalex,orcid
paper:10.1016/j.forsciint.2020.110332,10.1016/j.forsciint.2020.110332,https://openalex.org/W3028320050,orcid:0000-0001-5337-5648,Ji Hyun Lee,ji hyun lee,https://openalex.org/A5100410623,0000-0001-5337-5648,2,middle,False,False,openalex,name_alias_to_orcid
paper:10.1016/j.forsciint.2020.110332,10.1016/j.forsciint.2020.110332,https://openalex.org/W3028320050,local_author:36be0cd29930531c,Jongkook Lee,jongkook lee,,,7,middle,False,False,openalex,name_only
paper:10.1016/j.forsciint.2020.110332,10.1016/j.forsciint.2020.110332,https://openalex.org/W3028320050,local_author:36be0cd29930531c,Jongkook Lee,jongkook lee,,,8,middle,False,False,openalex,name_only
paper:10.1016/j.jad.2020.01.002,10.1016/j.jad.2020.01.002,https://openalex.org/W2997141132,orcid:0000-0003-2371-4789,Wei Zheng,wei zheng,https://openalex.org/A5100777014,0000-0003-2371-4789,1,first,True,False,openalex,orcid
paper:10.1016/j.jad.2020.01.002,10.1016/j.jad.2020.01.002,https://openalex.org/W2997141132,openalex:A5112545131,Ying-Qiang Xiang,ying-qiang xiang,https://openalex.org/A5112545131,,3,middle,False,False,openalex,openalex_author_id
paper:10.1016/j.jad.2020.01.002,10.1016/j.jad.2020.01.002,https://openalex.org/W2997141132,openalex:A5112545131,Ying-Qiang Xiang,ying-qiang xiang,https://openalex.org/A5112545131,,4,middle,False,False,openalex,openalex_author_id
paper:10.1016/j.jad.2020.01.002,10.1016/j.jad.2020.01.002,https://openalex.org/W2997141132,orcid:0000-0003-2371-4789,Wei Zheng,wei zheng,https://openalex.org/A5100777014,0000-0003-2371-4789,5,middle,False,False,openalex,orcid
paper:10.1016/j.jad.2020.01.002,10.1016/j.jad.2020.01.002,https://openalex.org/W2997141132,local_author:c27460e0d6a6a1b8,Yu-Tao Xiang,yu-tao xiang,,,12,middle,False,False,openalex,name_only
paper:10.1016/j.jad.2020.01.002,10.1016/j.jad.2020.01.002,https://openalex.org/W2997141132,local_author:c27460e0d6a6a1b8,Yu-Tao Xiang,yu-tao xiang,,,13,last,False,True,openalex,name_only
paper:10.1016/j.jad.2025.01.054,10.1016/j.jad.2025.01.054,https://openalex.org/W4406428856,orcid:0000-0003-4013-1112,Angela T.H. Kwan,angela t.h. kwan,https://openalex.org/A5005858724,0000-0003-4013-1112,1,first,True,False,openalex,orcid
paper:10.1016/j.jad.2025.01.054,10.1016/j.jad.2025.01.054,https://openalex.org/W4406428856,orcid:0000-0003-4013-1112,Roger S. McIntyre,roger s. mcintyre,https://openalex.org/A5114229887,0000-0003-4013-1112,11,last,False,True,openalex,orcid
paper:10.1016/j.jad.2026.122164,10.1016/j.jad.2026.122164,https://openalex.org/W7166580396,openalex:A5007560502,M C Wang,m c wang,https://openalex.org/A5007560502,,11,middle,False,False,openalex,openalex_author_id
paper:10.1016/j.jad.2026.122164,10.1016/j.jad.2026.122164,https://openalex.org/W7166580396,openalex:A5007560502,M C Wang,m c wang,https://openalex.org/A5007560502,,12,middle,False,False,openalex,openalex_author_id
paper:10.1016/j.jad.2026.122164,10.1016/j.jad.2026.122164,https://openalex.org/W7166580396,orcid:0000-0003-4454-5005,Meiyun Wang,meiyun wang,https://openalex.org/A5100748037,0000-0003-4454-5005,13,middle,False,False,openalex,orcid
paper:10.1016/j.jad.2026.122164,10.1016/j.jad.2026.122164,https://openalex.org/W7166580396,orcid:0000-0003-4454-5005,Meiyun Wang,meiyun wang,https://openalex.org/A5100748037,0000-0003-4454-5005,14,last,False,True,openalex,orcid
paper:10.1016/j.jhazmat.2019.121577,10.1016/j.jhazmat.2019.121577,https://openalex.org/W2988350913,orcid:0000-0002-3162-5068,Zhenglu Wang,zhenglu wang,,0000-0002-3162-5068,1,first,True,False,openalex,orcid
paper:10.1016/j.jhazmat.2019.121577,10.1016/j.jhazmat.2019.121577,https://openalex.org/W2988350913,orcid:0000-0002-3162-5068,Xiqing Li,xiqing li,https://openalex.org/A5101648087,0000-0002-3162-5068,5,last,False,True,openalex,orcid
paper:10.1016/j.jhazmat.2024.135020,10.1016/j.jhazmat.2024.135020,https://openalex.org/W4400143299,openalex:A5101389126,Pin-Chuan Chen,pin-chuan chen,https://openalex.org/A5101389126,,2,middle,False,False,openalex,openalex_author_id
paper:10.1016/j.jhazmat.2024.135020,10.1016/j.jhazmat.2024.135020,https://openalex.org/W4400143299,openalex:A5101389126,Pin-Chuan Chen,pin-chuan chen,https://openalex.org/A5101389126,,3,middle,False,False,openalex,openalex_author_id
paper:10.1016/j.jhazmat.2024.135020,10.1016/j.jhazmat.2024.135020,https://openalex.org/W4400143299,openalex:A5114184284,Shih-Hsun Chen,shih-hsun chen,https://openalex.org/A5114184284,,7,middle,False,False,openalex,openalex_author_id
paper:10.1016/j.jhazmat.2024.135020,10.1016/j.jhazmat.2024.135020,https://openalex.org/W4400143299,openalex:A5114184284,Shih-Hsun Chen,shih-hsun chen,https://openalex.org/A5114184284,,8,middle,False,False,openalex,name_alias_to_openalex_author_id
paper:10.1016/j.jhazmat.2024.135020,10.1016/j.jhazmat.2024.135020,https://openalex.org/W4400143299,local_author:3a0037ed7b91aa6d,Pei-Chieh Chen,pei-chieh chen,,,9,middle,False,False,openalex,name_only
paper:10.1016/j.jhazmat.2024.135020,10.1016/j.jhazmat.2024.135020,https://openalex.org/W4400143299,local_author:3a0037ed7b91aa6d,Pei-Chieh Chen,pei-chieh chen,,,10,middle,False,False,openalex,name_only
paper:10.1016/j.jhazmat.2024.135823,10.1016/j.jhazmat.2024.135823,https://openalex.org/W4402454316,openalex:A5076495672,Tianjie Wu,tianjie wu,https://openalex.org/A5076495672,,2,middle,False,False,openalex,openalex_author_id
paper:10.1016/j.jhazmat.2024.135823,10.1016/j.jhazmat.2024.135823,https://openalex.org/W4402454316,openalex:A5076495672,Tianjie Wu,tianjie wu,https://openalex.org/A5076495672,,3,middle,False,False,openalex,name_alias_to_openalex_author_id
paper:10.1016/j.jpba.2023.115577,10.1016/j.jpba.2023.115577,https://openalex.org/W4384023481,orcid:0000-0001-6259-309X,Bo Li,bo li,https://openalex.org/A5040806000,0000-0001-6259-309X,5,middle,False,False,openalex,orcid
paper:10.1016/j.jpba.2023.115577,10.1016/j.jpba.2023.115577,https://openalex.org/W4384023481,orcid:0000-0001-6259-309X,Bo Li,bo li,https://openalex.org/A5040806000,0000-0001-6259-309X,6,middle,False,False,openalex,orcid
paper:10.1016/j.jpba.2025.116779,10.1016/j.jpba.2025.116779,https://openalex.org/W4407995028,orcid:0000-0003-0056-612X,Panpan Chen,panpan chen,https://openalex.org/A5100612063,0000-0003-0056-612X,1,first,True,False,openalex,orcid
paper:10.1016/j.jpba.2025.116779,10.1016/j.jpba.2025.116779,https://openalex.org/W4407995028,orcid:0000-0003-0056-612X,Panpan Chen,panpan chen,https://openalex.org/A5100612063,0000-0003-0056-612X,2,middle,False,False,openalex,name_alias_to_orcid
paper:10.1016/j.jpsychires.2023.06.028,10.1016/j.jpsychires.2023.06.028,https://openalex.org/W4381893311,orcid:0000-0002-6714-2658,Igor D. Bandeira,igor d. bandeira,https://openalex.org/A5081138340,0000-0002-6714-2658,1,first,True,False,openalex,orcid
paper:10.1016/j.jpsychires.2023.06.028,10.1016/j.jpsychires.2023.06.028,https://openalex.org/W4381893311,orcid:0000-0002-6714-2658,Igor D. Bandeira,igor d. bandeira,https://openalex.org/A5081138340,0000-0002-6714-2658,9,middle,False,False,openalex,orcid
paper:10.1016/j.jpsychires.2024.05.022,10.1016/j.jpsychires.2024.05.022,https://openalex.org/W4396835360,openalex:A5104293500,Yecun Liu,yecun liu,https://openalex.org/A5104293500,,1,first,True,False,openalex,openalex_author_id
paper:10.1016/j.jpsychires.2024.05.022,10.1016/j.jpsychires.2024.05.022,https://openalex.org/W4396835360,openalex:A5104293500,Yecun Liu,yecun liu,https://openalex.org/A5104293500,,2,middle,False,False,openalex,openalex_author_id
paper:10.1016/j.jpsychires.2024.05.022,10.1016/j.jpsychires.2024.05.022,https://openalex.org/W4396835360,orcid:0000-0002-5408-5105,Yuanxiang Liu,yuanxiang liu,https://openalex.org/A5103280841,0000-0002-5408-5105,4,middle,False,False,openalex,orcid
paper:10.1016/j.jpsychires.2024.05.022,10.1016/j.jpsychires.2024.05.022,https://openalex.org/W4396835360,orcid:0000-0002-5408-5105,Yuanxiang Liu,yuanxiang liu,https://openalex.org/A5103280841,0000-0002-5408-5105,5,last,False,True,openalex,orcid
paper:10.1016/j.jpsychires.2025.09.078,10.1016/j.jpsychires.2025.09.078,https://openalex.org/W4414762031,orcid:0000-0003-4944-6436,Mu‐Huo Ji,mu‐huo ji,https://openalex.org/A5009826663,0000-0003-4944-6436,8,middle,False,False,openalex,orcid
paper:10.1016/j.jpsychires.2025.09.078,10.1016/j.jpsychires.2025.09.078,https://openalex.org/W4414762031,orcid:0000-0003-4944-6436,Mu‐Huo Ji,mu‐huo ji,https://openalex.org/A5009826663,0000-0003-4944-6436,9,last,False,True,openalex,orcid
paper:10.1016/j.neuint.2025.106089,10.1016/j.neuint.2025.106089,https://openalex.org/W4416416069,orcid:0000-0002-2071-4655,Aijie Liu,aijie liu,https://openalex.org/A5090046870,0000-0002-2071-4655,10,middle,False,False,openalex,orcid
paper:10.1016/j.neuint.2025.106089,10.1016/j.neuint.2025.106089,https://openalex.org/W4416416069,orcid:0000-0002-2071-4655,Aijie Liu,aijie liu,https://openalex.org/A5090046870,0000-0002-2071-4655,11,last,False,True,openalex,orcid
paper:10.1016/j.neuroimage.2018.12.011,10.1016/j.neuroimage.2018.12.011,https://openalex.org/W2903723860,orcid:0000-0001-5457-5932,George A. Mashour,george a. mashour,https://openalex.org/A5080287940,0000-0001-5457-5932,7,middle,False,False,openalex,orcid
paper:10.1016/j.neuroimage.2018.12.011,10.1016/j.neuroimage.2018.12.011,https://openalex.org/W2903723860,orcid:0000-0001-5457-5932,George A. Mashour,george a. mashour,https://openalex.org/A5080287940,0000-0001-5457-5932,17,middle,False,False,openalex,orcid
paper:10.1016/j.neuron.2024.07.003,10.1016/j.neuron.2024.07.003,https://openalex.org/W4401215711,orcid:0000-0003-4176-8844,Sheng Wang,sheng wang,https://openalex.org/A5078629975,0000-0003-4176-8844,12,middle,False,False,openalex,orcid
paper:10.1016/j.neuron.2024.07.003,10.1016/j.neuron.2024.07.003,https://openalex.org/W4401215711,orcid:0000-0003-4176-8844,Sheng Wang,sheng wang,https://openalex.org/A5078629975,0000-0003-4176-8844,13,middle,False,False,openalex,orcid
paper:10.1016/j.neuron.2024.07.003,10.1016/j.neuron.2024.07.003,https://openalex.org/W4401215711,orcid:0000-0003-4176-8844,Sheng Wang,sheng wang,https://openalex.org/A5078629975,0000-0003-4176-8844,14,last,False,True,openalex,orcid
paper:10.1016/j.neuropharm.2022.108947,10.1016/j.neuropharm.2022.108947,https://openalex.org/W4205718100,local_author:d9f95fc02fc303d7,Min-Zhen Zhu,min-zhen zhu,,,2,middle,False,False,openalex,name_only
paper:10.1016/j.neuropharm.2022.108947,10.1016/j.neuropharm.2022.108947,https://openalex.org/W4205718100,local_author:d9f95fc02fc303d7,Min-Zhen Zhu,min-zhen zhu,,,3,middle,False,False,openalex,name_only
paper:10.1016/j.neuroscience.2019.07.018,10.1016/j.neuroscience.2019.07.018,https://openalex.org/W2958652026,orcid:0000-0002-8750-373X,Xiaoling Liu,xiaoling liu,https://openalex.org/A5100378012,0000-0002-8750-373X,2,middle,False,False,openalex,orcid
paper:10.1016/j.neuroscience.2019.07.018,10.1016/j.neuroscience.2019.07.018,https://openalex.org/W2958652026,orcid:0000-0002-8750-373X,Xiaoling Liu,xiaoling liu,https://openalex.org/A5100378012,0000-0002-8750-373X,3,middle,False,False,openalex,orcid
paper:10.1016/j.neuroscience.2019.07.018,10.1016/j.neuroscience.2019.07.018,https://openalex.org/W2958652026,local_author:ca86460fe7d9cd18,Xu Liu,xu liu,,,6,middle,False,False,openalex,name_only
paper:10.1016/j.neuroscience.2019.07.018,10.1016/j.neuroscience.2019.07.018,https://openalex.org/W2958652026,local_author:ca86460fe7d9cd18,Xu Liu,xu liu,,,7,middle,False,False,openalex,name_only
paper:10.1016/j.nlm.2019.107136,10.1016/j.nlm.2019.107136,https://openalex.org/W2991906941,orcid:0000-0001-9450-2260,Zhen Wang,zhen wang,https://openalex.org/A5100422287,0000-0001-9450-2260,8,middle,False,False,openalex,orcid
paper:10.1016/j.nlm.2019.107136,10.1016/j.nlm.2019.107136,https://openalex.org/W2991906941,orcid:0000-0003-3564-8862,Ling He,ling he,https://openalex.org/A5101853157,0000-0003-3564-8862,9,middle,False,False,openalex,orcid
paper:10.1016/j.nlm.2019.107136,10.1016/j.nlm.2019.107136,https://openalex.org/W2991906941,orcid:0000-0001-9450-2260,Zhen Wang,zhen wang,https://openalex.org/A5100422287,0000-0001-9450-2260,10,middle,False,False,openalex,orcid
paper:10.1016/j.nlm.2019.107136,10.1016/j.nlm.2019.107136,https://openalex.org/W2991906941,orcid:0000-0003-3564-8862,Ling He,ling he,https://openalex.org/A5101853157,0000-0003-3564-8862,11,last,False,True,openalex,orcid
paper:10.1016/j.pnpbp.2019.01.002,10.1016/j.pnpbp.2019.01.002,https://openalex.org/W2907221662,orcid:0000-0003-4733-2523,Zihang Pan,zihang pan,https://openalex.org/A5110830165,0000-0003-4733-2523,6,middle,False,False,openalex,orcid
paper:10.1016/j.pnpbp.2019.01.002,10.1016/j.pnpbp.2019.01.002,https://openalex.org/W2907221662,orcid:0000-0003-4733-2523,Roger S. McIntyre,roger s. mcintyre,https://openalex.org/A5068850044,0000-0003-4733-2523,10,last,False,True,openalex,orcid
paper:10.1016/j.psychres.2024.115886,10.1016/j.psychres.2024.115886,https://openalex.org/W4393253405,orcid:0000-0002-8381-4071,Ying Han,ying han,https://openalex.org/A5079620519,0000-0002-8381-4071,13,middle,False,False,openalex,orcid
