claim_type,compound,disorder,raw_entity_label,entity_role,clinical_context_condition,graph_entity_label,graph_entity_type,graph_include_candidate,graph_exclusion_reason,outcome_type,outcome_domain,result_direction,outcome_measure,population,system,study_doi,openalex_id,study_title,authors,study_year,study_journal,publication_type,trial_registry_ids,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,keywords,funders,grant_ids,related_dois,publication_relations,is_retracted,has_correction,language,semantic_scholar_id,paper_type,evidence_level,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,access_level,evidence_location,evidence_locator,study_design,sample_size_total,comparator,intervention_or_exposure,dose,route,session_count_or_duration,timepoint,effect_size,p_value,confidence_interval,adverse_events,supporting_quote,funding,conflicts_of_interest,risk_of_bias_summary,notes
compound_disorder,ketamine,major depressive disorder,depressive symptoms (using the Montgomery-Asberg Depression Rating Scale [MADRS]),therapeutic_indication,treatment-resistant,major depressive disorder,indication,True,not_reported,therapeutic_effect,psychiatric symptoms,positive,Montgomery-Asberg Depression Rating Scale [MADRS] scores,patients with treatment-resistant major depressive disorder (MDD),clinical,10.1093/ijnp/pyw043.222,,PS222. Ketamine Exerts a Prolonged Reduction in Suicidal Ideation Independent of its Antidepressant Effects,Jennifer L. Phillips; Sandhaya Norris; Jeanne Talbot; Olabisi Owoeye; Pierre Blier,2016,The International Journal of Neuropsychopharmacology,article,not_reported,2016-05-27,1461-1457,1469-5111,University of Oxford,,Antidepressant | Ketamine | Suicidal ideation | Psychology | Clinical psychology | Medicine | Psychiatry | Suicide prevention | Poison control | Medical emergency | Anxiety,,,,,,,en,,conference_abstract,high,doi,conference_abstract,conference_abstract,primary_evidence,uncertain,supported,0.9,True,full_text_seen,text,C002,randomized controlled trial,19,midazolam (active placebo) in Phase 1,ketamine infusions,not_reported,intravenous,"7 infusions (1 in Phase 1, 6 over two weeks in Phase 2)",pre-and post-treatment,,,,not_reported,The primary outcome measures were pre-and post-treatment changes in depressive symptoms (using the Montgomery-Asberg Depression Rating Scale [MADRS]). Results: Patients with a 50% decrease in total MADRS scores from pre-to post-treatment were considered ketamine responders. Responders (n = 10) had a larger reduction in MADRS scores (62%) compared to nonresponders (n = 9; 17%) (p<0.001).,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=True
compound_disorder,psychedelics,not_reported,PHQ-4 (mental health symptoms),outcome_measure,young adults in the United States,none,none,False,"Observational correlation of use with symptoms, not a therapeutic indication.",symptom severity,Mental Health,negative,Patient Health Questionnaire-4 (PHQ-4) score,young adults ages 18-34 in the United States,clinical,10.3390/ijerph23020255,,"Cannabis and Psychedelics Among U.S. Young Adults: Use, Messaging Exposure, Perceptions, and Legalization Support",Carla J. Berg; Cassidy R. LoParco; Darcey M. McCready; Laura C. Schubel; Patricia A. Cavazos-Rehg; Erin Kasson; Shriya Thakkar; Diane M. Ndisebuye; Y. Tony Yang,2026,International Journal of Environmental Research and Public Health,journal-article,not_reported,2026-02-17,1660-4601,1661-7827,MDPI AG,Humans | Adult | Male | Young Adult | Female | United States | Adolescent | Hallucinogens | Cannabis | Perception,cannabis | hallucinogens | marijuana | mental health | perceptions | psychedelics | risk factors,NIDA NIH HHS,R01DA054751,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,full_text_seen,abstract,Abstract,observational,3227,not_reported,past-year psychedelic use,not_reported,not_reported,not_reported,past-year,,,,not_reported,"Factors associated with psychedelic use and greater legalization support included: ... higher PHQ-4 (aOR = 1.06, CI = 1.02-1.11; B = 0.02, SE = 0.01);",NIDA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False
compound_disorder,Ketamine,Anhedonia,improvements on the SHAPS,therapeutic_indication,treatment-resistant major depressive disorder or bipolar disorder,Anhedonia,indication,True,not_applicable,symptom reduction,psychiatric symptoms,positive,Anhedonia (SHAPS),treatment-resistant patients with either major depressive disorder (MDD) or bipolar disorder (BD),clinical,10.1016/j.jad.2017.04.057,,Anhedonia as a clinical correlate of suicidal thoughts in clinical ketamine trials,Elizabeth D. Ballard; Kathleen Wills; Níall Lally; Erica M. Richards; David A. Luckenbaugh; Tessa Walls; Rezvan Ameli; Mark J. Niciu; Nancy E. Brutsche; Lawrence Park,2017,Journal of Affective Disorders,journal-article,not_reported,2017-04-24,0165-0327,1573-2517,Elsevier BV,"Adult | Anesthetics, Dissociative / pharmacology | Anhedonia / drug effects | Bipolar Disorder / drug therapy | Bipolar Disorder / psychology | Depression / psychology | Major Depressive Disorder / drug therapy | Major Depressive Disorder / psychology | Female | Humans | Ketamine / pharmacology | Male | Middle Aged | Psychiatric Status Rating Scales | Suicidal Ideation",Anhedonia | Depression | Ketamine | RDoC | Suicide,Intramural NIH HHS,Z99 MH999999,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,post-hoc analysis of clinical trials,not_reported,not_reported,ketamine administration,not_reported,not_reported,not_reported,one day post-ketamine administration,,,,not_reported,"One day post-ketamine administration, improvements on the SHAPS accounted for an additional 13% of the variance in suicidal thought reduction, beyond the influence of depressive symptoms.",Intramural NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,Ketamine,Suicidal ideation,suicidal thought reduction,therapeutic_indication,treatment-resistant major depressive disorder or bipolar disorder,Suicidal ideation,indication,True,not_applicable,symptom reduction,psychiatric symptoms,positive,suicidal ideation (SSI5 subscale),treatment-resistant patients with either major depressive disorder (MDD) or bipolar disorder (BD),clinical,10.1016/j.jad.2017.04.057,,Anhedonia as a clinical correlate of suicidal thoughts in clinical ketamine trials,Elizabeth D. Ballard; Kathleen Wills; Níall Lally; Erica M. Richards; David A. Luckenbaugh; Tessa Walls; Rezvan Ameli; Mark J. Niciu; Nancy E. Brutsche; Lawrence Park,2017,Journal of Affective Disorders,journal-article,not_reported,2017-04-24,0165-0327,1573-2517,Elsevier BV,"Adult | Anesthetics, Dissociative / pharmacology | Anhedonia / drug effects | Bipolar Disorder / drug therapy | Bipolar Disorder / psychology | Depression / psychology | Major Depressive Disorder / drug therapy | Major Depressive Disorder / psychology | Female | Humans | Ketamine / pharmacology | Male | Middle Aged | Psychiatric Status Rating Scales | Suicidal Ideation",Anhedonia | Depression | Ketamine | RDoC | Suicide,Intramural NIH HHS,Z99 MH999999,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,post-hoc analysis of clinical trials,not_reported,not_reported,ketamine administration,not_reported,not_reported,not_reported,one day post-ketamine administration,,,,not_reported,"One day post-ketamine administration, improvements on the SHAPS accounted for an additional 13% of the variance in suicidal thought reduction, beyond the influence of depressive symptoms.",Intramural NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,Ketamine,Suicidal ideation,suicidality,therapeutic_indication,chronic suicidality,Suicidal ideation,indication,True,not_applicable,symptom reduction,Mental Health,positive,Beck Scale for Suicidal ideation (BSS),adults with chronic suicidality,clinical,10.1016/j.psychres.2021.114212,,Relationships between reduction in symptoms and restoration of function and wellbeing: Outcomes of the Oral Ketamine Trial on Suicidality (OKTOS),Denise Beaudequin; Adem T. Can; Monique Jones; Cian Yang; Jennifer K. Scherman; Megan Dutton; Paul Schwenn; Cyrana Gallay Grace Forsyth; Emma Jensen; Daniel F. Hermens,2021,Psychiatry Research,journal-article,not_reported,2021-09-20,0165-1781,1872-7123,Elsevier BV,Adult | Antidepressive Agents / therapeutic use | Major Depressive Disorder / drug therapy | Humans | Ketamine / therapeutic use | Recovery of Function | Suicidal Ideation | Suicide,Antidepressant clinical trials | Antidepressant treatment | Chronic suicidality | Depression | Oral ketamine | Social and occupational functioning | Wellbeing,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,clinical trial,Thirty adults,not_reported,Oral ketamine,not_reported,Oral,over 10 weeks,not_reported,,,,not_reported,Oral ketamine rapidly reduces suicidality and depression,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False
compound_disorder,Ketamine,Depression,depression,therapeutic_indication,depressive illness,Depression,indication,True,not_applicable,symptom reduction,Mental Health,positive,Montgomery-Asberg Depression Rating Scale (MADRS),adults with chronic suicidality,clinical,10.1016/j.psychres.2021.114212,,Relationships between reduction in symptoms and restoration of function and wellbeing: Outcomes of the Oral Ketamine Trial on Suicidality (OKTOS),Denise Beaudequin; Adem T. Can; Monique Jones; Cian Yang; Jennifer K. Scherman; Megan Dutton; Paul Schwenn; Cyrana Gallay Grace Forsyth; Emma Jensen; Daniel F. Hermens,2021,Psychiatry Research,journal-article,not_reported,2021-09-20,0165-1781,1872-7123,Elsevier BV,Adult | Antidepressive Agents / therapeutic use | Major Depressive Disorder / drug therapy | Humans | Ketamine / therapeutic use | Recovery of Function | Suicidal Ideation | Suicide,Antidepressant clinical trials | Antidepressant treatment | Chronic suicidality | Depression | Oral ketamine | Social and occupational functioning | Wellbeing,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,clinical trial,Thirty adults,not_reported,Oral ketamine,not_reported,Oral,over 10 weeks,not_reported,,,,not_reported,Oral ketamine rapidly reduces suicidality and depression,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False
compound_disorder,Ketamine,not_applicable,"healthy function (SOFAS 
 80)",functional_outcome,chronic suicidality,Social and occupational functioning,none,False,"Functional outcome, not a primary indication",functional recovery,Functioning,positive,Social and Occupational Functioning Scale (SOFAS),adults with chronic suicidality,clinical,10.1016/j.psychres.2021.114212,,Relationships between reduction in symptoms and restoration of function and wellbeing: Outcomes of the Oral Ketamine Trial on Suicidality (OKTOS),Denise Beaudequin; Adem T. Can; Monique Jones; Cian Yang; Jennifer K. Scherman; Megan Dutton; Paul Schwenn; Cyrana Gallay Grace Forsyth; Emma Jensen; Daniel F. Hermens,2021,Psychiatry Research,journal-article,not_reported,2021-09-20,0165-1781,1872-7123,Elsevier BV,Adult | Antidepressive Agents / therapeutic use | Major Depressive Disorder / drug therapy | Humans | Ketamine / therapeutic use | Recovery of Function | Suicidal Ideation | Suicide,Antidepressant clinical trials | Antidepressant treatment | Chronic suicidality | Depression | Oral ketamine | Social and occupational functioning | Wellbeing,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,clinical trial,Thirty adults,not_reported,Oral ketamine,not_reported,Oral,over 10 weeks,four-week post-treatment follow-up,,,,not_reported,"Forty-three percent of participants achieved healthy function (SOFAS 
 80) ... at the four-week post-treatment follow-up.",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False
compound_disorder,Ketamine,not_applicable,healthy wellbeing (WHO-5 > 60%),patient_reported_outcome,chronic suicidality,Wellbeing,none,False,"Patient-reported outcome, not a primary indication",wellbeing,Quality of Life,positive,World Health Organization Well-Being Index (WHO-5),adults with chronic suicidality,clinical,10.1016/j.psychres.2021.114212,,Relationships between reduction in symptoms and restoration of function and wellbeing: Outcomes of the Oral Ketamine Trial on Suicidality (OKTOS),Denise Beaudequin; Adem T. Can; Monique Jones; Cian Yang; Jennifer K. Scherman; Megan Dutton; Paul Schwenn; Cyrana Gallay Grace Forsyth; Emma Jensen; Daniel F. Hermens,2021,Psychiatry Research,journal-article,not_reported,2021-09-20,0165-1781,1872-7123,Elsevier BV,Adult | Antidepressive Agents / therapeutic use | Major Depressive Disorder / drug therapy | Humans | Ketamine / therapeutic use | Recovery of Function | Suicidal Ideation | Suicide,Antidepressant clinical trials | Antidepressant treatment | Chronic suicidality | Depression | Oral ketamine | Social and occupational functioning | Wellbeing,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,clinical trial,Thirty adults,not_reported,Oral ketamine,not_reported,Oral,over 10 weeks,four-week post-treatment follow-up,,,,not_reported,27% reported healthy wellbeing (WHO-5 > 60%) at the four-week post-treatment follow-up.,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False
compound_disorder,Ibogaine,Cocaine dependency,safety of ibogaine for the treatment of cocaine dependency,therapeutic_indication,Cocaine dependency,Cocaine dependency,indication,True,not_applicable,Clinical Trial Objective,"Safety, Efficacy, Pharmacokinetics",unclear,"safety, pharmacokinetics, dose effects, relevant parameters of efficacy",cocaine-dependent patients,clinical,10.1111/j.1749-6632.1998.tb08242.x,,Medication Development of Ibogaine as a Pharmacotherapy for Drug Dependence<sup>a</sup>,DEBORAH C. MASH; CRAIG A. KOVERA; BILLY E. BUCK; MICHAEL D. NORENBERG; PAUL SHAPSHAK; W. LEE HEARN; JUAN SANCHEZ‐RAMOS,1998,Annals of the New York Academy of Sciences,journal-article,not_reported,1998-05-01,0077-8923,1749-6632,Wiley,,,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,rising tolerance study,not_reported,not_reported,ibogaine,not_reported,single administration,single administration,not_reported,,,,safety (objective),"We have initiated a rising tolerance study using single administration to assess the safety of ibogaine for the treatment of cocaine dependency. The primary objectives of the study are to determine safety, pharmacokinetics and dose effects, and to identify relevant parameters of efficacy in cocaine-dependent patients.",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,Ibogaine,Drug dependence,dependence on stimulant and other non-opiate drugs,therapeutic_indication,not_applicable,Drug dependence,indication,True,not_reported,Therapeutic effect,Substance use,positive,Treatment efficacy,"previous alcohol, cannabis, cocaine and crack users (72% poly-drug users)",clinical,10.1177/0269881114552713,,Treating drug dependence with the aid of ibogaine: A retrospective study,Eduardo Ekman Schenberg; Maria Angélica de Castro Comis; Bruno Rasmussen Chaves; Dartiu Xavier da Silveira,2014,Journal of Psychopharmacology,journal-article,not_reported,2014-09-29,0269-8811,1461-7285,SAGE Publications,Adult | Brazil | Combined Modality Therapy / adverse effects | Female | Hallucinogens / adverse effects | Hallucinogens / therapeutic use | Humans | Ibogaine / adverse effects | Ibogaine / therapeutic use | Male | Psychotherapy | Recurrence | Retrospective Studies | Substance-Related Disorders / drug therapy | Substance-Related Disorders / therapy | Treatment Outcome | Young Adult,Ibogaine | addiction | cocaine | crack | dependence,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,retrospective study,75,not_reported,ibogaine supervised by a physician and accompanied by psychotherapy,not_reported,not_reported,single or multiple treatments,not_reported,,,,no serious adverse reactions or fatalities,These results suggest that ibogaine can be a safe and effective treatment for dependence on stimulant and other non-opiate drugs.,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,Ibogaine,Drug dependence,61% of participants abstinent,functional_outcome,not_applicable,none,none,False,"This is a specific outcome measure, not the primary indication.",Efficacy,Substance use,positive,Abstinence rate,"previous alcohol, cannabis, cocaine and crack users (72% poly-drug users)",clinical,10.1177/0269881114552713,,Treating drug dependence with the aid of ibogaine: A retrospective study,Eduardo Ekman Schenberg; Maria Angélica de Castro Comis; Bruno Rasmussen Chaves; Dartiu Xavier da Silveira,2014,Journal of Psychopharmacology,journal-article,not_reported,2014-09-29,0269-8811,1461-7285,SAGE Publications,Adult | Brazil | Combined Modality Therapy / adverse effects | Female | Hallucinogens / adverse effects | Hallucinogens / therapeutic use | Humans | Ibogaine / adverse effects | Ibogaine / therapeutic use | Male | Psychotherapy | Recurrence | Retrospective Studies | Substance-Related Disorders / drug therapy | Substance-Related Disorders / therapy | Treatment Outcome | Young Adult,Ibogaine | addiction | cocaine | crack | dependence,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,retrospective study,75,not_reported,ibogaine,not_reported,not_reported,not_reported,not_reported,,,,not_reported,"We observed no serious adverse reactions or fatalities, and found 61% of participants abstinent.",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,Ibogaine,Drug dependence,abstinence for a median of 5.5 months,functional_outcome,not_applicable,none,none,False,"This is a specific outcome measure, not the primary indication.",Efficacy,Substance use,positive,Duration of abstinence,"previous alcohol, cannabis, cocaine and crack users (72% poly-drug users)",clinical,10.1177/0269881114552713,,Treating drug dependence with the aid of ibogaine: A retrospective study,Eduardo Ekman Schenberg; Maria Angélica de Castro Comis; Bruno Rasmussen Chaves; Dartiu Xavier da Silveira,2014,Journal of Psychopharmacology,journal-article,not_reported,2014-09-29,0269-8811,1461-7285,SAGE Publications,Adult | Brazil | Combined Modality Therapy / adverse effects | Female | Hallucinogens / adverse effects | Hallucinogens / therapeutic use | Humans | Ibogaine / adverse effects | Ibogaine / therapeutic use | Male | Psychotherapy | Recurrence | Retrospective Studies | Substance-Related Disorders / drug therapy | Substance-Related Disorders / therapy | Treatment Outcome | Young Adult,Ibogaine | addiction | cocaine | crack | dependence,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,retrospective study,75,before the first ibogaine session,ibogaine only once,not_reported,not_reported,once,median of 5.5 months,,,,not_reported,Participants treated with ibogaine only once reported abstinence for a median of 5.5 months,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,Ibogaine,Drug dependence,abstinence for a median of 8.4 months,functional_outcome,not_applicable,none,none,False,"This is a specific outcome measure, not the primary indication.",Efficacy,Substance use,positive,Duration of abstinence,"previous alcohol, cannabis, cocaine and crack users (72% poly-drug users)",clinical,10.1177/0269881114552713,,Treating drug dependence with the aid of ibogaine: A retrospective study,Eduardo Ekman Schenberg; Maria Angélica de Castro Comis; Bruno Rasmussen Chaves; Dartiu Xavier da Silveira,2014,Journal of Psychopharmacology,journal-article,not_reported,2014-09-29,0269-8811,1461-7285,SAGE Publications,Adult | Brazil | Combined Modality Therapy / adverse effects | Female | Hallucinogens / adverse effects | Hallucinogens / therapeutic use | Humans | Ibogaine / adverse effects | Ibogaine / therapeutic use | Male | Psychotherapy | Recurrence | Retrospective Studies | Substance-Related Disorders / drug therapy | Substance-Related Disorders / therapy | Treatment Outcome | Young Adult,Ibogaine | addiction | cocaine | crack | dependence,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,retrospective study,75,ibogaine only once; before the first ibogaine session,ibogaine multiple times,not_reported,not_reported,multiple times,median of 8.4 months,,,,not_reported,"those treated multiple times for a median of 8.4 months. This increase was statistically significant (p < 0.001), and both single or multiple treatments led to longer abstinence periods than before the first ibogaine session (p < 0.001).",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,Ibogaine,not_applicable,no serious adverse reactions or fatalities,safety_or_adverse_event,Drug dependence,none,none,False,"This is a safety outcome, not a therapeutic indication.",Safety,Safety,positive,Adverse events,"previous alcohol, cannabis, cocaine and crack users (72% poly-drug users)",clinical,10.1177/0269881114552713,,Treating drug dependence with the aid of ibogaine: A retrospective study,Eduardo Ekman Schenberg; Maria Angélica de Castro Comis; Bruno Rasmussen Chaves; Dartiu Xavier da Silveira,2014,Journal of Psychopharmacology,journal-article,not_reported,2014-09-29,0269-8811,1461-7285,SAGE Publications,Adult | Brazil | Combined Modality Therapy / adverse effects | Female | Hallucinogens / adverse effects | Hallucinogens / therapeutic use | Humans | Ibogaine / adverse effects | Ibogaine / therapeutic use | Male | Psychotherapy | Recurrence | Retrospective Studies | Substance-Related Disorders / drug therapy | Substance-Related Disorders / therapy | Treatment Outcome | Young Adult,Ibogaine | addiction | cocaine | crack | dependence,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,retrospective study,75,not_reported,ibogaine,not_reported,not_reported,not_reported,not_reported,,,,no serious adverse reactions or fatalities,"We observed no serious adverse reactions or fatalities, and found 61% of participants abstinent.",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,MDMA,not_applicable,higher inflammatory burden,biomarker,Substance use disorder,none,none,False,"This is a biomarker/physiological measure, not a therapeutic indication.",biomarker,inflammation,negative,Inflammatory Burden Index (IBI) and C-reactive protein (CRP),inpatients with Substance use disorder in Turkey,clinical,10.1080/10550887.2025.2612501,,"Clinical and inflammatory profiles in substance use disorder: gender, substance type, and comorbidity in a single-center cross-sectional study in Turkey",Kader Semra Karatas; Samin Soudkhah; Sibel Haci; Toultse Gioventikli; Hande Arslan; Onur Gokcen; Feyza Donmez; Merve Akkus,2026,Journal of Addictive Diseases,journal-article,not_reported,2026-01-23,1055-0887,1545-0848,Informa UK Limited,,CRP | IBI | Substance use disorder | Turkey | cognition | gender differences | inflammatory biomarkers | psychiatric comorbidity,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,RESULTS,cross-sectional study,321 inpatients,"other substance groups (methamphetamine, alcohol)",MDMA use,not_reported,not_reported,not_reported,not_reported,,,,not_applicable,"IBI and CRP differed significantly across substance groups, with higher inflammatory burden among methamphetamine, alcohol, and MDMA users.",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
